feature SRR28380565 SRR28380566 SRR28380568 SRR28380570 SRR28380572 SRR28380573 SRR28380580 SRR28380582 SRR28380584 SRR28380586 SRR28380588 SRR28380589
ENSG00000018699 18 112 68 78 20 29 30 60 40 60 35 47
ENSG00000018869 38 33 28 31 15 14 13 20 19 20 8 17
ENSG00000019102 0 1 0 1 0 1 0 2 0 1 0 2
ENSG00000019144 1 2 5 2 2 6 0 8 4 4 3 1
ENSG00000019169 1 33 34 82 6 5 52 8 54 18 12 34
ENSG00000019186 0 1 0 0 0 2 0 0 0 1 0 2
ENSG00000019485 10 46 66 56 18 28 14 29 26 40 17 30
ENSG00000019505 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000019549 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000019582 7689 25019 17024 14092 9274 7278 16469 16401 10160 10236 7941 9919
ENSG00000019991 68 71 34 192 59 60 37 71 130 137 66 1011
ENSG00000019995 1794 2615 3406 2984 1706 2076 2138 2434 2096 1795 1456 1427
ENSG00000020129 21 98 109 70 31 25 30 57 58 50 32 119
ENSG00000020181 2 15 18 30 6 1 9 12 20 3 6 37
ENSG00000020219 0 0 1 0 1 0 1 1 0 0 0 0
ENSG00000020256 8 32 33 33 8 6 4 30 21 27 11 25
ENSG00000020426 6 58 23 24 5 13 12 14 11 14 13 21
ENSG00000020577 6 18 8 18 11 16 31 18 49 17 3 121
ENSG00000020633 742 2877 3174 1180 464 638 1205 1475 647 1118 848 856
ENSG00000020922 393 494 479 659 361 561 338 503 515 700 389 272
ENSG00000021300 11 155 120 104 15 42 18 80 66 63 47 30
ENSG00000021355 9228 18832 14413 18062 8613 8560 11904 15112 9931 19986 18818 15424
ENSG00000021461 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000021488 0 4 2 1 4 3 2 2 7 6 3 1
ENSG00000021574 1839 1158 1048 2011 1104 1562 1673 1189 2064 2019 1032 1285
ENSG00000021645 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000021762 25 217 177 160 102 36 91 119 153 164 39 162
ENSG00000021776 552 666 1097 1183 650 747 667 803 913 763 439 947
ENSG00000021826 2 0 0 1 1 1 0 0 1 0 3 2
ENSG00000021852 0 0 0 0 0 0 0 0 0 1 0 3
ENSG00000022267 18 103 77 61 21 39 55 59 38 55 59 31
ENSG00000022277 4760 7813 8484 6565 3565 3932 4386 7062 5121 5451 4103 3543
ENSG00000022355 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000022556 25 13 46 24 33 32 9 129 47 64 74 69
ENSG00000022567 4457 8217 11656 10225 6324 6101 2196 8149 5604 5518 3340 4047
ENSG00000022840 6198 16070 12481 13626 7068 8998 8975 13735 10847 9670 8993 14071
ENSG00000022976 307 971 1376 770 452 573 422 1141 866 691 543 653
ENSG00000023041 832 1193 1229 1295 685 760 781 1101 1043 1050 786 938
ENSG00000023171 161 272 356 492 304 265 1270 300 784 897 257 865
ENSG00000023191 87 938 726 490 243 184 201 371 413 281 206 528
ENSG00000023228 733 908 1128 1289 536 730 716 980 904 895 575 682
ENSG00000023287 4226 3499 2700 7453 3886 5178 5094 3009 5907 5984 2645 3539
ENSG00000023318 2874 3924 4290 3844 2086 2164 3445 3688 3405 3583 2767 2363
ENSG00000023330 725 855 1577 1537 656 708 469 949 1158 1373 536 1380
ENSG00000023445 291 1056 575 775 408 654 1191 466 1267 1265 650 917
ENSG00000023516 232 195 209 357 153 331 317 193 395 421 132 353
ENSG00000023572 179 251 125 265 234 223 204 193 277 327 123 175
ENSG00000023608 77 280 123 113 66 82 213 321 147 104 122 29
ENSG00000023697 169 243 168 266 139 95 160 155 180 309 170 194
ENSG00000023734 974 2993 1702 1160 706 906 1569 1758 753 385 930 371
ENSG00000023839 200 235 203 354 162 176 188 277 254 317 129 218
ENSG00000023892 2849 8010 10554 6711 4785 4701 3237 7755 6003 6497 4325 4480
ENSG00000023902 4408 7107 10544 6461 3687 4218 3496 5506 4424 3706 4102 2221
ENSG00000023909 153 111 97 309 96 113 91 128 355 419 124 710
ENSG00000024048 13324 14238 14259 21575 14031 15474 12922 12812 14756 14167 9886 7339
ENSG00000024422 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000024526 3 2 4 10 0 1 2 0 2 0 1 3
ENSG00000024862 1017 1307 1647 1396 461 506 785 1369 1432 1505 1069 1096
ENSG00000025039 1272 1601 2052 1821 846 1178 1257 1723 1907 1798 1053 1978
ENSG00000025156 69 148 136 75 26 56 110 99 81 64 78 33
ENSG00000025293 2748 3556 4203 4253 2477 2925 2006 2765 2175 2254 1853 993
ENSG00000025423 0 0 3 3 0 0 0 1 1 1 0 2
ENSG00000025434 40 77 130 65 28 40 20 71 35 36 38 27
ENSG00000025708 5089 8030 12323 6920 6276 4789 4683 12588 12909 9917 5734 9391
ENSG00000025770 370 1348 1478 607 519 445 431 1120 439 347 511 200
ENSG00000025772 59 142 153 100 17 43 72 149 74 85 40 65
ENSG00000025796 831 1154 1185 1481 513 839 1077 901 727 761 599 570
ENSG00000025800 601 976 1006 1056 618 779 859 813 630 694 418 723
ENSG00000026025 17654 30881 29688 25770 16564 12635 10142 23328 19037 13044 15211 37947
ENSG00000026036 0 9 7 11 6 5 4 4 6 11 1 6
ENSG00000026103 4362 5439 5660 9019 3892 5043 6097 6022 7290 8176 6391 5220
ENSG00000026297 4741 12335 14286 9474 9614 7581 2010 8116 2918 7470 6189 4186
ENSG00000026508 6128 11688 8850 13318 8338 6905 7380 9516 10547 21393 9849 16764
ENSG00000026559 0 4 0 2 0 4 0 3 2 2 0 0
ENSG00000026652 42 307 197 321 289 67 69 183 118 200 76 661
ENSG00000026751 294 355 437 435 210 348 236 409 256 392 517 952
ENSG00000026950 8765 6776 11939 11477 10841 9274 9510 13395 14188 15864 7975 8775
ENSG00000027001 9 42 34 27 6 7 7 18 14 23 10 10
ENSG00000027075 279 1061 718 776 304 530 537 813 539 848 568 445
ENSG00000027644 0 0 0 1 0 0 0 1 0 0 0 0
ENSG00000027697 15595 33228 18586 21334 11352 17155 15468 18480 15378 15952 13324 14617
ENSG00000027847 16 98 85 47 21 24 26 63 50 52 48 30
ENSG00000027869 23 126 173 56 20 28 21 145 62 122 55 68
ENSG00000028116 201 219 211 307 208 180 384 194 341 388 179 344
ENSG00000028137 26715 56598 60360 35642 21045 25898 26919 40723 26258 26726 23096 16782
ENSG00000028203 19 85 92 127 21 39 64 106 88 106 49 91
ENSG00000028277 628 1831 2158 1459 964 1138 891 1453 1369 1198 966 869
ENSG00000028310 234 730 1130 539 294 389 280 665 331 324 310 271
ENSG00000028528 1816 2465 4030 3842 1952 2222 1418 3566 2922 3446 2152 4619
ENSG00000028839 403 510 514 617 284 320 357 539 587 592 380 345
ENSG00000029153 6 4 1 7 2 1 10 6 9 7 5 72
ENSG00000029363 7296 7384 5937 9786 6859 7161 10245 8234 7080 6617 6105 2934
ENSG00000029364 1306 983 1121 1571 490 810 805 1100 582 679 579 564
ENSG00000029534 4 55 94 25 9 30 12 25 31 39 57 40
ENSG00000029559 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000029639 23 51 59 52 6 28 17 90 27 34 26 32
ENSG00000029725 1114 1719 1554 1544 822 1100 960 1215 1224 1210 686 703
ENSG00000029993 5 74 34 35 3 4 17 25 6 4 7 16
ENSG00000030066 323 577 428 598 363 514 485 443 496 568 278 304
ENSG00000030110 962 792 1501 472 825 867 655 1678 1344 850 688 1767
ENSG00000030304 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000030419 87 167 90 133 64 134 190 98 125 205 55 126
ENSG00000030582 5960 13515 17639 11929 6543 6461 4505 11003 13505 9632 6082 24880
ENSG00000031003 1717 1718 1452 2402 1453 1626 1924 1503 2192 2157 1044 1824
ENSG00000031081 15 69 47 154 22 56 115 48 109 61 40 210
ENSG00000031691 31 20 19 73 19 35 25 34 41 63 20 39
ENSG00000031698 1068 1639 2904 1649 824 973 666 1863 879 829 883 748
ENSG00000031823 654 1461 1868 1323 692 735 482 1164 977 1009 588 700
ENSG00000032219 3183 2818 2867 5511 3582 4420 3861 2996 4868 5254 2345 2728
ENSG00000032389 115 312 244 193 96 113 104 217 155 120 93 229
ENSG00000032444 480 2587 3083 1348 981 787 508 1617 896 928 561 1115
ENSG00000032742 194 274 232 215 240 270 145 271 228 216 203 45
ENSG00000033011 10 59 78 50 8 17 21 61 31 34 27 47
ENSG00000033030 528 928 1007 904 534 651 806 749 684 691 487 511
ENSG00000033050 15 52 91 56 16 18 35 74 36 40 31 30
ENSG00000033100 1846 3629 4626 3687 2179 2088 1483 2847 2529 2554 1415 2417
ENSG00000033122 0 0 0 7 0 0 2 0 3 1 0 0
ENSG00000033170 24 84 35 38 14 23 35 43 39 41 17 46
ENSG00000033178 588 588 422 1085 577 567 908 641 1072 1218 608 1027
ENSG00000033327 10377 18865 16616 22641 12944 15259 13838 12846 13858 13016 8937 7784
ENSG00000033627 1908 2432 3959 2678 2126 2667 1610 3421 2643 2185 1940 2265
ENSG00000033800 5501 5167 5651 9219 4086 6275 4707 5035 8430 8299 3420 4535
ENSG00000033867 119 164 65 119 68 104 232 107 177 263 94 208
ENSG00000034053 25 208 104 132 36 61 45 54 81 104 34 72
ENSG00000034152 4957 16205 15221 10789 6145 6322 5625 11467 8269 8293 6804 7291
ENSG00000034239 64 18 17 18 15 15 3 13 14 5 3 6
ENSG00000034510 5191 18770 12702 7489 3463 3430 11645 11449 11612 12861 7488 11205
ENSG00000034533 89 128 160 176 95 69 66 139 134 126 59 107
ENSG00000034677 2293 1757 1722 2889 1899 2108 2117 2117 2842 2741 1413 2024
ENSG00000034693 7 18 15 37 8 7 15 17 24 20 13 31
ENSG00000034713 3523 5310 6347 5835 2452 3223 2471 5575 2934 2610 3048 2956
ENSG00000034971 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000035115 59 144 230 132 52 103 82 135 136 129 66 67
ENSG00000035141 90 417 342 227 88 111 142 220 198 131 129 116
ENSG00000035403 3181 5081 6260 5996 2241 2923 2667 3492 3533 2355 1727 3691
ENSG00000035499 0 6 8 15 1 4 2 0 6 5 1 3
ENSG00000035664 3105 5783 9555 5949 2973 4203 2324 5697 3594 2489 1715 3019
ENSG00000035681 982 1978 1352 2198 668 938 915 1464 2102 2519 1121 1127
ENSG00000035687 579 580 1130 1254 403 729 592 916 739 800 518 611
ENSG00000035720 10 109 21 22 2 6 30 26 49 77 6 777
ENSG00000035862 5673 9200 11451 10423 4724 5634 4547 11277 9010 9731 5834 11008
ENSG00000035928 228 607 413 577 254 338 442 308 353 310 236 483
ENSG00000036054 950 827 783 1345 525 755 1328 881 1257 1499 664 840
ENSG00000036257 3729 4958 4010 6541 2682 3631 3727 3992 3550 3835 3142 2641
ENSG00000036448 8 15 87 19 22 10 20 372 34 7 52 238
ENSG00000036473 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000036530 0 1 3 0 1 1 0 2 0 2 0 0
ENSG00000036549 116 254 181 267 75 156 165 158 169 164 89 140
ENSG00000036565 15 9 12 12 14 6 7 7 9 0 2 0
ENSG00000036672 0 5 3 2 1 0 2 1 0 0 0 0
ENSG00000036828 2 1 1 0 0 1 0 2 2 2 0 6
ENSG00000037042 10 18 49 28 11 9 5 43 15 17 18 29
ENSG00000037241 98 296 201 192 89 98 117 216 124 112 116 97
ENSG00000037280 5 56 106 34 8 45 2 12 2 10 0 0
ENSG00000037474 342 680 957 715 314 516 464 716 506 633 450 372
ENSG00000037637 533 918 1062 936 673 651 877 751 625 513 393 520
ENSG00000037749 480 537 505 932 480 626 619 431 673 830 336 745
ENSG00000037757 92 202 231 136 69 64 61 141 102 106 75 100
ENSG00000037897 0 14 15 6 2 6 8 12 6 8 12 5
ENSG00000037965 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000038002 75 146 97 197 44 18 81 135 144 110 66 231
ENSG00000038210 93 114 88 152 77 65 432 113 521 503 143 729
ENSG00000038219 10296 9079 10321 22630 11754 15710 8315 7871 14256 16236 6138 10374
ENSG00000038274 4287 3354 4532 5726 2357 3080 3752 4746 5354 5263 3467 5322
ENSG00000038295 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000038358 415 714 1043 1059 725 676 502 560 668 696 335 498
ENSG00000038382 36 169 98 232 41 110 132 70 156 91 38 164
ENSG00000038427 106 2027 971 6996 650 1058 3545 2376 6251 1114 770 6943
ENSG00000038532 425 609 834 757 441 532 334 438 383 437 200 328
ENSG00000038945 0 2 0 11 2 2 72 12 41 67 9 26
ENSG00000039068 0 6 1 1 2 1 1 1 1 3 2 7
ENSG00000039123 247 279 399 480 157 214 296 308 268 264 156 232
ENSG00000039139 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000039319 3385 2179 2184 5490 3365 3934 2149 2292 4672 5133 1830 3484
ENSG00000039523 1637 3032 5458 3152 2628 2116 1153 1866 1547 1797 1378 1481
ENSG00000039537 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000039560 2 7 7 1 2 2 0 1 0 1 4 1
ENSG00000039600 0 1 0 0 1 0 2 0 0 0 0 0
ENSG00000039650 773 1807 1948 1632 955 783 442 1085 727 873 803 707
ENSG00000039987 0 0 1 0 0 0 0 2 0 0 0 0
ENSG00000040199 22 86 55 68 35 46 59 50 63 67 28 38
ENSG00000040275 15 38 22 45 14 29 21 28 24 30 23 21
ENSG00000040341 403 447 441 655 329 353 372 500 511 663 284 528
ENSG00000040487 127 252 480 206 135 133 140 204 197 177 92 70
ENSG00000040531 115 270 454 156 88 112 94 169 127 136 83 163
ENSG00000040608 0 3 0 5 1 0 1 1 1 1 0 0
ENSG00000040633 987 1623 2597 1951 830 863 518 1981 953 1343 1316 1252
ENSG00000040731 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000040933 1772 1748 2578 2925 1970 1974 1166 2188 2627 2182 1065 2362
ENSG00000041353 24 25 25 35 12 17 44 26 48 44 14 37
ENSG00000041357 1518 3172 2630 2377 1082 1340 2062 2517 1890 1713 1618 2311
ENSG00000041515 2 0 7 0 1 3 1 12 1 17 8 0
ENSG00000041802 160 393 436 272 153 229 348 362 193 204 188 125
ENSG00000041880 58 79 59 53 16 30 69 60 54 41 21 32
ENSG00000041982 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000041988 86 152 240 132 61 59 40 104 112 104 52 67
ENSG00000042062 0 3 24 3 0 2 8 5 3 4 1 9
ENSG00000042088 67 132 169 177 71 54 60 131 84 99 77 74
ENSG00000042286 15 49 44 29 13 17 18 32 24 35 15 11
ENSG00000042304 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000042317 9 21 19 20 8 11 7 16 9 15 8 4
ENSG00000042429 100 116 165 112 91 101 89 135 127 156 76 117
ENSG00000042445 232 245 621 548 295 245 248 500 232 449 287 487
ENSG00000042493 522 2844 2044 1349 465 591 637 951 2586 1221 547 4430
ENSG00000042753 236 660 861 415 177 204 220 441 283 217 281 182
ENSG00000042781 0 0 0 2 0 0 0 0 0 0 0 0
ENSG00000042813 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000042832 71 140 125 211 170 91 67 62 56 104 60 48
ENSG00000042980 608 614 658 405 1553 623 846 229 360 374 376 358
ENSG00000043039 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000043093 1395 936 1317 1838 945 1240 1561 1286 1604 1673 993 1304
ENSG00000043143 655 1152 1789 1274 767 742 775 883 1333 1641 575 1092
ENSG00000043355 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000043462 13032 17721 18468 23955 14015 14422 20005 16113 22554 21890 13724 11389
ENSG00000043514 13 54 44 42 5 22 24 61 51 22 30 29
ENSG00000043591 1 1 0 0 0 0 1 2 4 0 1 1
ENSG00000044012 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000044090 144 234 478 274 152 140 115 314 206 207 115 218
ENSG00000044115 2160 3522 4678 5431 2190 1546 2259 3081 3225 2933 1815 1815
ENSG00000044446 1274 2666 2997 3450 1723 2105 982 2103 1267 1302 1092 1959
ENSG00000044459 7 31 26 39 26 24 32 19 61 18 14 81
ENSG00000044524 0 0 0 0 0 0 0 0 0 0 0 1
ENSG00000044574 11959 27700 29361 25796 15752 11897 9902 17771 5893 9426 11494 3806
ENSG00000046604 2 0 0 4 2 1 2 0 1 3 0 1
ENSG00000046647 13 37 60 43 14 30 24 45 21 31 33 35
ENSG00000046651 410 852 1035 775 490 608 491 655 754 613 376 652
ENSG00000046653 0 0 0 1 0 0 2 0 0 0 0 1
ENSG00000046774 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000046889 0 1 0 0 0 0 0 0 0 1 0 1
ENSG00000047056 674 1361 1427 1486 848 990 1031 1315 679 913 775 977
ENSG00000047188 206 493 323 469 252 355 383 540 424 429 363 581
ENSG00000047230 7 46 40 38 5 18 16 33 18 32 7 24
ENSG00000047249 431 542 634 608 339 360 387 620 523 472 369 511
ENSG00000047315 1961 2819 4020 3841 1701 2111 1670 2536 1899 2120 1882 1348
ENSG00000047346 2819 2427 2371 4483 2009 3427 2221 2026 3086 2454 1193 1401
ENSG00000047365 815 707 969 1340 1205 1487 1796 750 2160 2395 774 464
ENSG00000047410 6841 9379 8573 14445 7197 8025 6218 6429 8304 10252 5563 4409
ENSG00000047457 1 3 3 2 1 2 2 2 1 5 3 8
ENSG00000047578 1066 1544 1845 2103 1946 1179 927 1396 1213 1174 1015 977
ENSG00000047579 240 578 563 427 309 174 392 491 309 450 308 408
ENSG00000047597 14 22 30 20 14 2 28 14 10 17 10 4
ENSG00000047617 3 0 4 1 1 2 0 0 0 0 0 0
ENSG00000047621 114 217 141 230 84 116 201 149 147 131 158 203
ENSG00000047634 38 118 58 97 132 82 256 57 108 57 49 28
ENSG00000047644 4283 5887 8789 8250 5550 5035 3467 7247 5163 5940 4531 3336
ENSG00000047648 1 8 8 4 3 0 5 7 8 3 0 2
ENSG00000047662 5 3 1 4 15 3 8 5 16 15 2 8
ENSG00000047849 221 605 766 500 238 305 371 516 551 526 275 606
ENSG00000047932 295 297 251 386 142 223 240 344 381 445 260 242
ENSG00000047936 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000048028 103 202 310 231 97 147 135 231 149 263 154 163
ENSG00000048052 268 190 97 270 137 249 360 152 184 174 122 223
ENSG00000048140 71 320 213 167 111 64 134 252 152 199 170 182
ENSG00000048162 24 131 180 76 69 34 81 134 89 35 65 30
ENSG00000048342 6 9 5 13 15 8 6 6 18 14 9 8
ENSG00000048392 2872 2161 1947 3921 2406 2278 2998 2125 3552 4621 1862 2021
ENSG00000048405 850 679 566 920 604 739 1269 439 846 644 336 605
ENSG00000048462 5 19 0 6 0 3 0 8 16 1 1 7
ENSG00000048471 263 785 780 885 386 562 497 375 578 325 226 346
ENSG00000048540 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000048544 227 322 278 430 144 252 228 369 277 242 178 145
ENSG00000048545 0 0 0 2 0 0 0 0 0 0 0 0
ENSG00000048649 1354 1417 1777 2408 1275 1752 1533 1404 2180 1988 972 1212
ENSG00000048707 1217 1868 1767 2847 1266 1887 1033 1074 1366 1464 774 1147
ENSG00000048740 12835 13769 16324 19854 13294 16067 13559 15778 20867 21099 11520 13414
ENSG00000048828 6692 7270 7385 11227 6855 7881 6467 5711 10394 8013 4614 7723
ENSG00000048991 148 277 189 366 90 129 173 127 163 184 115 152
ENSG00000049089 184 539 1117 261 329 81 273 245 223 289 660 373
ENSG00000049130 0 0 0 4 0 0 1 0 3 0 0 2
ENSG00000049167 30 69 27 101 29 32 61 36 57 46 29 66
ENSG00000049192 0 8 4 7 1 3 4 2 4 4 2 2
ENSG00000049239 791 961 1467 1398 953 940 708 1164 1037 583 422 1807
ENSG00000049245 4383 5497 5711 5260 3016 3469 4229 4717 4186 3463 3359 4661
ENSG00000049246 20 51 66 42 30 35 82 46 47 41 23 59
ENSG00000049247 0 11 11 3 1 5 0 352 1 80 321 3
ENSG00000049249 717 590 1236 606 449 697 268 325 183 168 187 170
ENSG00000049283 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000049323 11 31 28 28 9 10 14 18 17 3 4 10
ENSG00000049449 1 43 31 22 6 2 25 35 32 10 12 27
ENSG00000049540 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000049541 460 870 1064 736 361 418 480 796 572 727 506 326
ENSG00000049618 1164 1215 1481 1925 1398 1477 1212 1040 1392 1234 699 883
ENSG00000049656 579 1322 1933 1182 502 655 554 935 592 601 509 565
ENSG00000049759 4 22 20 10 4 3 14 35 16 14 6 24
ENSG00000049768 11 30 13 25 5 4 8 15 26 44 6 46
ENSG00000049769 15 46 66 47 23 20 14 59 25 33 9 27
ENSG00000049860 1724 2085 2062 2466 861 1235 1683 1895 2680 1656 1263 2455
ENSG00000049883 7 29 26 35 12 26 23 23 24 35 18 25
ENSG00000050030 1 3 0 5 0 0 1 6 6 3 0 1
ENSG00000050130 1316 1709 1335 2277 710 937 849 1487 1180 1452 1102 989
ENSG00000050165 7 15 15 11 7 5 10 13 5 15 16 13
ENSG00000050327 8 14 36 19 18 5 6 3 11 31 20 41
ENSG00000050344 8 31 20 79 14 14 58 51 57 53 28 55
ENSG00000050393 11 60 50 53 17 26 37 33 40 32 30 36
ENSG00000050405 16 37 46 51 18 17 22 37 30 38 25 53
ENSG00000050426 190 613 637 416 170 259 208 588 285 320 220 273
ENSG00000050438 27 117 77 57 19 11 23 50 18 61 20 19
ENSG00000050555 0 12 3 9 0 0 0 1 1 1 0 1
ENSG00000050628 1 7 3 1 2 4 5 12 5 2 0 1
ENSG00000050730 0 2 2 1 1 3 3 0 0 9 1 2
ENSG00000050748 384 635 508 640 234 339 321 559 405 353 309 232
ENSG00000050767 9 8 30 10 4 3 4 5 4 2 3 5
ENSG00000050820 1 0 0 0 0 1 0 1 0 0 2 1
ENSG00000051009 1319 3314 3916 3650 1947 1742 913 2684 1962 1565 1057 6664
ENSG00000051108 3669 7354 6720 5995 3549 3583 4513 5132 3296 2435 2812 1646
ENSG00000051128 33 76 111 105 33 43 30 104 47 29 21 116
ENSG00000051180 1 8 19 18 2 3 0 8 4 3 4 9
ENSG00000051341 1 5 4 19 0 1 8 2 8 2 5 4
ENSG00000051382 783 927 1200 1757 758 841 743 984 1133 1166 470 1681
ENSG00000051523 5115 18522 18069 9676 7998 5392 3463 12692 7780 9601 6248 9489
ENSG00000051596 15 69 73 65 15 18 18 68 37 40 20 16
ENSG00000051620 3978 5764 6175 6671 4326 4816 3444 3913 5542 4930 1934 4476
ENSG00000051825 40 122 80 134 47 76 92 82 103 145 55 88
ENSG00000052126 11 16 19 8 7 15 31 40 17 20 12 23
ENSG00000052344 1 7 13 4 3 0 0 0 4 0 3 0
ENSG00000052723 407 481 425 638 333 507 466 432 637 615 224 374
ENSG00000052749 4325 11905 9219 5926 3751 4066 3537 9927 3319 1708 2925 2644
ENSG00000052795 41 67 40 109 38 60 112 59 123 77 36 193
ENSG00000052802 50 101 95 77 46 64 102 87 67 76 77 139
ENSG00000052841 1390 2263 2722 2420 1142 1600 1328 1796 1209 1358 1106 1021
ENSG00000052850 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000053108 0 3 12 11 0 0 2 4 20 1 0 25
ENSG00000053254 4966 6308 5441 7570 4762 6045 5543 4362 3608 3771 2657 2870
ENSG00000053328 0 1 1 2 0 1 1 0 0 0 1 1
ENSG00000053371 30 150 173 113 28 37 49 78 52 43 46 57
ENSG00000053372 18 79 105 58 16 25 28 58 54 37 40 32
ENSG00000053438 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000053501 32 113 199 100 72 48 45 159 63 44 69 42
ENSG00000053524 23 80 30 27 40 36 64 54 33 30 54 19
ENSG00000053702 0 0 0 3 0 2 1 1 2 0 1 1
ENSG00000053747 0 0 0 0 0 0 0 0 1 1 1 3
ENSG00000053770 535 541 579 863 410 541 465 502 1071 1177 472 769
ENSG00000053900 555 1011 769 723 470 421 471 693 781 732 528 748
ENSG00000053918 781 2177 1597 1189 775 787 674 941 1032 892 577 977
ENSG00000054116 872 1499 1974 1509 570 741 596 1360 922 991 812 757
ENSG00000054118 5330 6675 7442 8892 3616 4793 4852 5499 5372 5943 3809 4350
ENSG00000054148 16 118 104 44 27 10 25 51 49 51 29 70
ENSG00000054179 128 83 357 93 29 177 6 37 12 10 7 43
ENSG00000054219 1307 1393 844 1351 998 1801 1052 806 992 1043 818 632
ENSG00000054267 5986 5136 4301 10057 5637 7238 7358 4270 9235 11112 4281 5226
ENSG00000054277 39 113 83 96 21 25 74 68 70 46 39 95
ENSG00000054282 155 247 402 291 153 259 169 183 238 282 107 396
ENSG00000054356 0 1 1 1 0 0 0 3 2 0 0 2
ENSG00000054392 7 22 18 12 2 11 17 24 14 10 11 15
ENSG00000054523 2088 2525 2921 3517 1879 3219 2098 3648 2754 1766 1797 4805
ENSG00000054598 13 23 4 18 8 23 9 7 32 20 5 57
ENSG00000054611 953 1826 2281 1517 1103 872 656 1342 720 830 781 540
ENSG00000054654 3158 5009 4376 10372 6500 9406 3895 3157 5566 5669 2014 3926
ENSG00000054690 3 1 2 6 1 0 1 2 2 1 4 3
ENSG00000054793 33 103 63 233 108 59 10 82 53 71 48 1316
ENSG00000054796 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000054803 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000054938 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000054965 910 1327 1149 1500 789 951 1166 847 974 859 568 925
ENSG00000054967 4152 12358 16247 6937 8752 6795 5808 15375 5633 3955 5025 3183
ENSG00000054983 966 2147 1257 1770 1059 1017 1867 1798 1530 2297 1547 1963
ENSG00000055044 82 558 305 250 69 126 188 307 226 228 187 146
ENSG00000055070 2423 5283 5842 3848 2561 2456 3257 3942 2558 1987 2368 2263
ENSG00000055118 3 268 93 12 13 6 23 23 2 14 4 1
ENSG00000055130 182 647 567 574 185 209 362 352 382 332 249 429
ENSG00000055147 235 250 353 332 133 198 210 252 268 293 210 307
ENSG00000055163 4260 10952 12533 10502 4620 6550 3548 6515 3829 3618 3124 7042
ENSG00000055208 9526 10870 10907 16902 7154 9369 7681 9327 12556 10899 6388 8397
ENSG00000055211 757 1025 1514 1198 513 628 857 981 808 729 591 371
ENSG00000055332 3637 2692 2566 5495 3017 3282 14937 4175 20525 23310 5344 19361
ENSG00000055483 80 588 429 280 144 136 297 417 201 249 183 243
ENSG00000055609 5162 4434 5507 11512 7224 9109 5850 5102 7383 7478 3671 3444
ENSG00000055732 3 5 5 2 4 2 1 4 7 14 5 2
ENSG00000055813 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000055917 6569 5970 7121 10249 4442 6671 5063 5398 7126 7341 4489 4500
ENSG00000055950 102 268 306 165 63 69 94 175 89 103 77 78
ENSG00000055955 5 15 8 7 6 9 8 22 5 8 12 11
ENSG00000055957 0 1 2 1 0 0 2 2 1 0 1 9
ENSG00000056050 65 90 84 111 42 36 56 128 49 99 57 73
ENSG00000056097 960 910 894 1487 655 931 1006 816 1125 1090 494 1217
ENSG00000056277 24 20 21 39 8 23 17 26 23 33 16 30
ENSG00000056291 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000056487 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000056558 75 379 364 221 102 178 159 402 185 322 209 295
ENSG00000056586 1165 1436 1376 1914 1245 1490 1271 1328 1666 1882 927 1330
ENSG00000056736 1 7 9 5 2 4 0 6 0 2 2 8
ENSG00000056972 141 298 294 201 221 182 193 228 429 323 166 102
ENSG00000056998 0 0 0 4 0 0 0 0 0 1 0 0
ENSG00000057019 3 12 9 7 5 7 9 11 7 10 3 1
ENSG00000057149 0 0 0 0 0 0 0 0 0 0 0 0
